model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,GW,horizon
KNeighborsUnif,-1.7150399993419647,mean_absolute_error,4.563456296920776,5.222961902618408,4.563456296920776,5.222961902618408,1,True,1,9,2
KNeighborsDist,-1.721198819644004,mean_absolute_error,3.5582261085510254,4.0741050243377686,3.5582261085510254,4.0741050243377686,1,True,2,9,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,167.82967901229858,,0.5476882457733154,2,True,10,9,2
LightGBM_FULL,,mean_absolute_error,,77.7292001247406,,77.7292001247406,1,True,9,9,2
LightGBMXT_FULL,,mean_absolute_error,,89.55279064178467,,89.55279064178467,1,True,8,9,2
KNeighborsUnif_FULL,,mean_absolute_error,,4.819450855255127,,4.819450855255127,1,True,6,9,2
KNeighborsDist_FULL,,mean_absolute_error,,2.1169495582580566,,2.1169495582580566,1,True,7,9,2
LightGBMXT,-1.552108275143546,mean_absolute_error,0.4035627841949463,252.19513463974,0.4035627841949463,252.19513463974,1,True,3,9,3
WeightedEnsemble_L2,-1.552108275143546,mean_absolute_error,0.4045131206512451,257.86993074417114,0.0009503364562988281,5.674796104431152,2,True,5,9,3
KNeighborsUnif,-1.7886400008440018,mean_absolute_error,5.113326072692871,2.657205820083618,5.113326072692871,2.657205820083618,1,True,1,9,3
KNeighborsDist,-1.80312838786887,mean_absolute_error,5.264134168624878,2.4411087036132812,5.264134168624878,2.4411087036132812,1,True,2,9,3
LightGBM,-1.870674396944046,mean_absolute_error,0.19765520095825195,14.453540325164795,0.19765520095825195,14.453540325164795,1,True,4,9,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,226.54767513275146,,5.674796104431152,2,True,10,9,3
LightGBM_FULL,,mean_absolute_error,,14.315292358398438,,14.315292358398438,1,True,9,9,3
LightGBMXT_FULL,,mean_absolute_error,,220.8728790283203,,220.8728790283203,1,True,8,9,3
KNeighborsUnif_FULL,,mean_absolute_error,,2.8861846923828125,,2.8861846923828125,1,True,6,9,3
KNeighborsDist_FULL,,mean_absolute_error,,2.901592969894409,,2.901592969894409,1,True,7,9,3
LightGBMXT,-1.4943012107179734,mean_absolute_error,0.3359816074371338,161.32453441619873,0.3359816074371338,161.32453441619873,1,True,3,9,4
WeightedEnsemble_L2,-1.4943012107179734,mean_absolute_error,0.3366549015045166,162.04940390586853,0.0006732940673828125,0.7248694896697998,2,True,5,9,4
LightGBM,-1.5068043606062886,mean_absolute_error,0.15868020057678223,100.00723576545715,0.15868020057678223,100.00723576545715,1,True,4,9,4
KNeighborsUnif,-1.7653600014925004,mean_absolute_error,3.197053909301758,4.5137927532196045,3.197053909301758,4.5137927532196045,1,True,1,9,4
KNeighborsDist,-1.7723475405077915,mean_absolute_error,4.07101583480835,2.4963724613189697,4.07101583480835,2.4963724613189697,1,True,2,9,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,152.0733461380005,,0.7248694896697998,2,True,10,9,4
LightGBM_FULL,,mean_absolute_error,,91.35861921310425,,91.35861921310425,1,True,9,9,4
LightGBMXT_FULL,,mean_absolute_error,,151.3484766483307,,151.3484766483307,1,True,8,9,4
KNeighborsUnif_FULL,,mean_absolute_error,,3.682966470718384,,3.682966470718384,1,True,6,9,4
KNeighborsDist_FULL,,mean_absolute_error,,2.8258306980133057,,2.8258306980133057,1,True,7,9,4
LightGBMXT,-1.5986781951056328,mean_absolute_error,0.5383198261260986,251.03539323806763,0.5383198261260986,251.03539323806763,1,True,3,9,5
WeightedEnsemble_L2,-1.5986781951056328,mean_absolute_error,0.5390026569366455,251.30245566368103,0.000682830810546875,0.2670624256134033,2,True,4,9,5
KNeighborsUnif,-1.821519998127222,mean_absolute_error,4.96562123298645,3.5880908966064453,4.96562123298645,3.5880908966064453,1,True,1,9,5
KNeighborsDist,-1.8381933931400067,mean_absolute_error,5.831470727920532,4.152064085006714,5.831470727920532,4.152064085006714,1,True,2,9,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,285.23859095573425,,0.2670624256134033,2,True,8,9,5
LightGBMXT_FULL,,mean_absolute_error,,284.97152853012085,,284.97152853012085,1,True,7,9,5
KNeighborsUnif_FULL,,mean_absolute_error,,3.2150332927703857,,3.2150332927703857,1,True,5,9,5
KNeighborsDist_FULL,,mean_absolute_error,,3.510187864303589,,3.510187864303589,1,True,6,9,5
LightGBMXT,-1.5442624396333238,mean_absolute_error,0.29557132720947266,245.6796395778656,0.29557132720947266,245.6796395778656,1,True,3,9,6
WeightedEnsemble_L2,-1.5442624396333238,mean_absolute_error,0.29625606536865234,245.82624197006226,0.0006847381591796875,0.14660239219665527,2,True,4,9,6
KNeighborsDist,-1.8319487446770073,mean_absolute_error,4.060515642166138,8.957656621932983,4.060515642166138,8.957656621932983,1,True,2,9,6
KNeighborsUnif,-1.835359999036789,mean_absolute_error,3.732740879058838,4.947059154510498,3.732740879058838,4.947059154510498,1,True,1,9,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,401.0634677410126,,0.14660239219665527,2,True,8,9,6
LightGBMXT_FULL,,mean_absolute_error,,400.9168653488159,,400.9168653488159,1,True,7,9,6
KNeighborsUnif_FULL,,mean_absolute_error,,0.25275397300720215,,0.25275397300720215,1,True,5,9,6
KNeighborsDist_FULL,,mean_absolute_error,,1.3043277263641357,,1.3043277263641357,1,True,6,9,6
LightGBMXT,-1.3800050736020086,mean_absolute_error,0.3943824768066406,160.53887176513672,0.3943824768066406,160.53887176513672,1,True,3,10,1
WeightedEnsemble_L2,-1.3800050736020086,mean_absolute_error,0.39516472816467285,162.46947169303894,0.0007822513580322266,1.9305999279022217,2,True,6,10,1
LightGBM,-1.3909332686642184,mean_absolute_error,0.36266112327575684,51.7969229221344,0.36266112327575684,51.7969229221344,1,True,4,10,1
RandomForestMSE,-1.4445446200348437,mean_absolute_error,13.297316312789917,1599.2850682735443,13.297316312789917,1599.2850682735443,1,True,5,10,1
KNeighborsUnif,-1.6603199993908406,mean_absolute_error,3.8921492099761963,3.6542725563049316,3.8921492099761963,3.6542725563049316,1,True,1,10,1
KNeighborsDist,-1.6709374918039888,mean_absolute_error,4.1567137241363525,4.768970012664795,4.1567137241363525,4.768970012664795,1,True,2,10,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,123.1709954738617,,1.9305999279022217,2,True,12,10,1
RandomForestMSE_FULL,,mean_absolute_error,,1673.2180790901184,,1673.2180790901184,1,True,11,10,1
LightGBM_FULL,,mean_absolute_error,,78.4028627872467,,78.4028627872467,1,True,10,10,1
LightGBMXT_FULL,,mean_absolute_error,,121.24039554595947,,121.24039554595947,1,True,9,10,1
KNeighborsUnif_FULL,,mean_absolute_error,,6.747516393661499,,6.747516393661499,1,True,7,10,1
KNeighborsDist_FULL,,mean_absolute_error,,6.065939426422119,,6.065939426422119,1,True,8,10,1
WeightedEnsemble_L2,-1.5084946891276165,mean_absolute_error,3.3437368869781494,275.5818564891815,0.0006723403930664062,0.2808070182800293,2,True,5,10,2
LightGBMXT,-1.508618046838604,mean_absolute_error,0.0382540225982666,271.90445923805237,0.0382540225982666,271.90445923805237,1,True,3,10,2
KNeighborsUnif,-1.7515999991178512,mean_absolute_error,3.3048105239868164,3.396590232849121,3.3048105239868164,3.396590232849121,1,True,1,10,2
KNeighborsDist,-1.7543581234326586,mean_absolute_error,1.9374995231628418,1.5233566761016846,1.9374995231628418,1.5233566761016846,1,True,2,10,2
LightGBM,-1.850098225069046,mean_absolute_error,0.06923341751098633,15.599904298782349,0.06923341751098633,15.599904298782349,1,True,4,10,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,188.16809034347534,,0.2808070182800293,2,True,10,10,2
LightGBM_FULL,,mean_absolute_error,,14.245123147964478,,14.245123147964478,1,True,9,10,2
LightGBMXT_FULL,,mean_absolute_error,,186.74762630462646,,186.74762630462646,1,True,8,10,2
KNeighborsUnif_FULL,,mean_absolute_error,,1.1396570205688477,,1.1396570205688477,1,True,6,10,2
KNeighborsDist_FULL,,mean_absolute_error,,2.8203115463256836,,2.8203115463256836,1,True,7,10,2
WeightedEnsemble_L2,-1.5288207340961322,mean_absolute_error,0.40000438690185547,278.001092672348,0.0013575553894042969,0.668910026550293,2,True,5,10,3
LightGBMXT,-1.5288700894790934,mean_absolute_error,0.22729897499084473,205.03355050086975,0.22729897499084473,205.03355050086975,1,True,3,10,3
LightGBM,-1.5350343996107578,mean_absolute_error,0.17134785652160645,72.29863214492798,0.17134785652160645,72.29863214492798,1,True,4,10,3
KNeighborsUnif,-1.737199999141693,mean_absolute_error,2.8380188941955566,3.983264923095703,2.8380188941955566,3.983264923095703,1,True,1,10,3
KNeighborsDist,-1.7487070374906994,mean_absolute_error,3.48388934135437,3.0108020305633545,3.48388934135437,3.0108020305633545,1,True,2,10,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,166.33992624282837,,0.668910026550293,2,True,10,10,3
LightGBM_FULL,,mean_absolute_error,,72.2489116191864,,72.2489116191864,1,True,9,10,3
LightGBMXT_FULL,,mean_absolute_error,,93.42210459709167,,93.42210459709167,1,True,8,10,3
KNeighborsUnif_FULL,,mean_absolute_error,,3.0129733085632324,,3.0129733085632324,1,True,6,10,3
KNeighborsDist_FULL,,mean_absolute_error,,2.5948545932769775,,2.5948545932769775,1,True,7,10,3
LightGBMXT,-1.5220048686284573,mean_absolute_error,0.10132598876953125,282.8627586364746,0.10132598876953125,282.8627586364746,1,True,3,10,4
WeightedEnsemble_L2,-1.5220048686284573,mean_absolute_error,0.10214853286743164,283.12868213653564,0.0008225440979003906,0.26592350006103516,2,True,4,10,4
KNeighborsUnif,-1.7926399997234344,mean_absolute_error,2.359976291656494,2.6429104804992676,2.359976291656494,2.6429104804992676,1,True,1,10,4
KNeighborsDist,-1.7995465928331018,mean_absolute_error,2.0777087211608887,1.9948155879974365,2.0777087211608887,1.9948155879974365,1,True,2,10,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,195.5145959854126,,0.26592350006103516,2,True,8,10,4
LightGBMXT_FULL,,mean_absolute_error,,195.24867248535156,,195.24867248535156,1,True,7,10,4
KNeighborsUnif_FULL,,mean_absolute_error,,1.9338784217834473,,1.9338784217834473,1,True,5,10,4
KNeighborsDist_FULL,,mean_absolute_error,,1.9615461826324463,,1.9615461826324463,1,True,6,10,4
WeightedEnsemble_L2,-1.4778678916174801,mean_absolute_error,5.286110877990723,978.7925186157227,0.0008389949798583984,0.3731391429901123,2,True,6,10,5
LightGBMXT,-1.4819339651568095,mean_absolute_error,0.09088873863220215,188.33948254585266,0.09088873863220215,188.33948254585266,1,True,3,10,5
LightGBM,-1.4903523754573893,mean_absolute_error,0.13721990585327148,60.14138150215149,0.13721990585327148,60.14138150215149,1,True,4,10,5
RandomForestMSE,-1.509754000173323,mean_absolute_error,5.057163238525391,729.9385154247284,5.057163238525391,729.9385154247284,1,True,5,10,5
KNeighborsUnif,-1.7088000029206276,mean_absolute_error,1.5359838008880615,0.8069977760314941,1.5359838008880615,0.8069977760314941,1,True,1,10,5
KNeighborsDist,-1.7147265644438565,mean_absolute_error,1.016455888748169,0.9906120300292969,1.016455888748169,0.9906120300292969,1,True,2,10,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,751.2861263751984,,0.3731391429901123,2,True,12,10,5
RandomForestMSE_FULL,,mean_absolute_error,,532.6115825176239,,532.6115825176239,1,True,11,10,5
LightGBM_FULL,,mean_absolute_error,,12.883103370666504,,12.883103370666504,1,True,10,10,5
LightGBMXT_FULL,,mean_absolute_error,,205.41830134391785,,205.41830134391785,1,True,9,10,5
KNeighborsUnif_FULL,,mean_absolute_error,,1.2949717044830322,,1.2949717044830322,1,True,7,10,5
KNeighborsDist_FULL,,mean_absolute_error,,1.0855536460876465,,1.0855536460876465,1,True,8,10,5
LightGBMXT,-1.6365149265510264,mean_absolute_error,0.05607008934020996,241.6578426361084,0.05607008934020996,241.6578426361084,1,True,3,10,6
WeightedEnsemble_L2,-1.6365149265510264,mean_absolute_error,0.057299137115478516,241.7430338859558,0.0012290477752685547,0.08519124984741211,2,True,5,10,6
LightGBM,-1.6850454520225524,mean_absolute_error,0.018340349197387695,46.933789014816284,0.018340349197387695,46.933789014816284,1,True,4,10,6
KNeighborsUnif,-1.8838399996042252,mean_absolute_error,1.2120459079742432,0.43021130561828613,1.2120459079742432,0.43021130561828613,1,True,1,10,6
KNeighborsDist,-1.8838852160375565,mean_absolute_error,1.4222304821014404,1.6261546611785889,1.4222304821014404,1.6261546611785889,1,True,2,10,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,252.44254398345947,,0.08519124984741211,2,True,10,10,6
LightGBM_FULL,,mean_absolute_error,,35.00347447395325,,35.00347447395325,1,True,9,10,6
LightGBMXT_FULL,,mean_absolute_error,,252.35735273361206,,252.35735273361206,1,True,8,10,6
KNeighborsUnif_FULL,,mean_absolute_error,,0.6684238910675049,,0.6684238910675049,1,True,6,10,6
KNeighborsDist_FULL,,mean_absolute_error,,0.6840500831604004,,0.6840500831604004,1,True,7,10,6
LightGBMXT,-1.4588791972244624,mean_absolute_error,0.18923211097717285,263.0368707180023,0.18923211097717285,263.0368707180023,1,True,3,11,1
WeightedEnsemble_L2,-1.4588791972244624,mean_absolute_error,0.18988561630249023,263.87678623199463,0.0006535053253173828,0.8399155139923096,2,True,4,11,1
KNeighborsUnif,-1.755199999654293,mean_absolute_error,3.7491326332092285,3.6069893836975098,3.7491326332092285,3.6069893836975098,1,True,1,11,1
KNeighborsDist,-1.7582724345149472,mean_absolute_error,3.7315399646759033,2.431196451187134,3.7315399646759033,2.431196451187134,1,True,2,11,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,187.51266360282898,,0.8399155139923096,2,True,8,11,1
LightGBMXT_FULL,,mean_absolute_error,,186.67274808883667,,186.67274808883667,1,True,7,11,1
KNeighborsUnif_FULL,,mean_absolute_error,,4.149016618728638,,4.149016618728638,1,True,5,11,1
KNeighborsDist_FULL,,mean_absolute_error,,3.195615768432617,,3.195615768432617,1,True,6,11,1
LightGBMXT,-1.5610388035159557,mean_absolute_error,0.3928663730621338,196.26003193855286,0.3928663730621338,196.26003193855286,1,True,3,11,2
WeightedEnsemble_L2,-1.5610388035159557,mean_absolute_error,0.393566370010376,197.19090843200684,0.0006999969482421875,0.9308764934539795,2,True,5,11,2
LightGBM,-1.5900314240038396,mean_absolute_error,0.03538942337036133,58.39036989212036,0.03538942337036133,58.39036989212036,1,True,4,11,2
KNeighborsUnif,-1.7901599995613098,mean_absolute_error,5.979267835617065,11.296088218688965,5.979267835617065,11.296088218688965,1,True,1,11,2
KNeighborsDist,-1.8032403973239475,mean_absolute_error,5.241633415222168,3.618718147277832,5.241633415222168,3.618718147277832,1,True,2,11,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,112.80907225608826,,0.9308764934539795,2,True,10,11,2
LightGBM_FULL,,mean_absolute_error,,37.577168703079224,,37.577168703079224,1,True,9,11,2
LightGBMXT_FULL,,mean_absolute_error,,111.87819576263428,,111.87819576263428,1,True,8,11,2
KNeighborsUnif_FULL,,mean_absolute_error,,4.26877236366272,,4.26877236366272,1,True,6,11,2
KNeighborsDist_FULL,,mean_absolute_error,,2.0810821056365967,,2.0810821056365967,1,True,7,11,2
WeightedEnsemble_L2,-1.5847397759881976,mean_absolute_error,0.7346227169036865,251.98829221725464,0.0006730556488037109,0.2628042697906494,2,True,5,11,3
LightGBMXT,-1.5848239338414745,mean_absolute_error,0.4205765724182129,185.5750548839569,0.4205765724182129,185.5750548839569,1,True,3,11,3
LightGBM,-1.5925009149372578,mean_absolute_error,0.3133730888366699,66.15043306350708,0.3133730888366699,66.15043306350708,1,True,4,11,3
KNeighborsUnif,-1.8113599990665912,mean_absolute_error,5.912276744842529,2.2773404121398926,5.912276744842529,2.2773404121398926,1,True,1,11,3
KNeighborsDist,-1.829704391914606,mean_absolute_error,7.681575775146484,12.689135551452637,7.681575775146484,12.689135551452637,1,True,2,11,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,148.16842341423035,,0.2628042697906494,2,True,10,11,3
LightGBM_FULL,,mean_absolute_error,,59.516751289367676,,59.516751289367676,1,True,9,11,3
LightGBMXT_FULL,,mean_absolute_error,,88.38886785507202,,88.38886785507202,1,True,8,11,3
KNeighborsUnif_FULL,,mean_absolute_error,,1.7276930809020996,,1.7276930809020996,1,True,6,11,3
KNeighborsDist_FULL,,mean_absolute_error,,3.7228405475616455,,3.7228405475616455,1,True,7,11,3
WeightedEnsemble_L2,-1.4797611200236716,mean_absolute_error,0.5846302509307861,259.2863552570343,0.00077056884765625,1.2103703022003174,2,True,5,11,4
LightGBM,-1.4810837804767238,mean_absolute_error,0.29968762397766113,106.12020134925842,0.29968762397766113,106.12020134925842,1,True,4,11,4
LightGBMXT,-1.4844942248584703,mean_absolute_error,0.28417205810546875,151.95578360557556,0.28417205810546875,151.95578360557556,1,True,3,11,4
KNeighborsDist,-1.756955472072959,mean_absolute_error,4.944803714752197,5.406059265136719,4.944803714752197,5.406059265136719,1,True,2,11,4
KNeighborsUnif,-1.7593600015759467,mean_absolute_error,4.8022942543029785,4.869900703430176,4.8022942543029785,4.869900703430176,1,True,1,11,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,213.92804217338562,,1.2103703022003174,2,True,10,11,4
LightGBM_FULL,,mean_absolute_error,,106.23447108268738,,106.23447108268738,1,True,9,11,4
LightGBMXT_FULL,,mean_absolute_error,,106.48320078849792,,106.48320078849792,1,True,8,11,4
KNeighborsUnif_FULL,,mean_absolute_error,,5.623896360397339,,5.623896360397339,1,True,6,11,4
KNeighborsDist_FULL,,mean_absolute_error,,4.1940529346466064,,4.1940529346466064,1,True,7,11,4
WeightedEnsemble_L2,-1.5996700566287385,mean_absolute_error,6.308459043502808,243.70129776000977,0.0007750988006591797,0.3879663944244385,2,True,4,11,5
LightGBMXT,-1.6000740354102572,mean_absolute_error,0.5336120128631592,237.94179606437683,0.5336120128631592,237.94179606437683,1,True,3,11,5
KNeighborsUnif,-1.8240800016105174,mean_absolute_error,3.908123016357422,4.70750093460083,3.908123016357422,4.70750093460083,1,True,1,11,5
KNeighborsDist,-1.8369498883932829,mean_absolute_error,5.774071931838989,5.371535301208496,5.774071931838989,5.371535301208496,1,True,2,11,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,305.64120531082153,,0.3879663944244385,2,True,8,11,5
LightGBMXT_FULL,,mean_absolute_error,,302.65542817115784,,302.65542817115784,1,True,7,11,5
KNeighborsUnif_FULL,,mean_absolute_error,,4.826673269271851,,4.826673269271851,1,True,5,11,5
KNeighborsDist_FULL,,mean_absolute_error,,2.597810745239258,,2.597810745239258,1,True,6,11,5
WeightedEnsemble_L2,-1.628934244937636,mean_absolute_error,7.09928822517395,1302.173706293106,0.000713348388671875,0.3186163902282715,2,True,6,11,6
LightGBMXT,-1.6292950613355264,mean_absolute_error,0.22837591171264648,64.15393614768982,0.22837591171264648,64.15393614768982,1,True,3,11,6
LightGBM,-1.637946305284222,mean_absolute_error,0.21754932403564453,138.57429671287537,0.21754932403564453,138.57429671287537,1,True,4,11,6
RandomForestMSE,-1.6731706657294183,mean_absolute_error,6.652649641036987,1099.1268570423126,6.652649641036987,1099.1268570423126,1,True,5,11,6
KNeighborsUnif,-1.9163999996483325,mean_absolute_error,6.316925525665283,9.49448561668396,6.316925525665283,9.49448561668396,1,True,1,11,6
KNeighborsDist,-1.9246743543734774,mean_absolute_error,5.464542388916016,5.46657133102417,5.464542388916016,5.46657133102417,1,True,2,11,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,1222.1969168186188,,0.3186163902282715,2,True,12,11,6
RandomForestMSE_FULL,,mean_absolute_error,,951.3353886604309,,951.3353886604309,1,True,11,11,6
LightGBM_FULL,,mean_absolute_error,,152.42269706726074,,152.42269706726074,1,True,10,11,6
LightGBMXT_FULL,,mean_absolute_error,,118.12021470069885,,118.12021470069885,1,True,9,11,6
KNeighborsUnif_FULL,,mean_absolute_error,,1.411470651626587,,1.411470651626587,1,True,7,11,6
KNeighborsDist_FULL,,mean_absolute_error,,1.6398906707763672,,1.6398906707763672,1,True,8,11,6
LightGBMXT,-1.4506024843761232,mean_absolute_error,0.18850970268249512,269.2477948665619,0.18850970268249512,269.2477948665619,1,True,3,12,1
WeightedEnsemble_L2,-1.4506024843761232,mean_absolute_error,0.18919706344604492,269.8363893032074,0.0006873607635498047,0.5885944366455078,2,True,4,12,1
KNeighborsUnif,-1.7636000005483627,mean_absolute_error,3.0325193405151367,3.1404998302459717,3.0325193405151367,3.1404998302459717,1,True,1,12,1
KNeighborsDist,-1.7684503331874963,mean_absolute_error,4.8302788734436035,4.527848243713379,4.8302788734436035,4.527848243713379,1,True,2,12,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,194.5758306980133,,0.5885944366455078,2,True,8,12,1
LightGBMXT_FULL,,mean_absolute_error,,193.9872362613678,,193.9872362613678,1,True,7,12,1
KNeighborsUnif_FULL,,mean_absolute_error,,2.3423378467559814,,2.3423378467559814,1,True,5,12,1
KNeighborsDist_FULL,,mean_absolute_error,,1.899488925933838,,1.899488925933838,1,True,6,12,1
LightGBMXT,-1.4488559282193425,mean_absolute_error,0.3133878707885742,154.59120178222656,0.3133878707885742,154.59120178222656,1,True,3,12,2
WeightedEnsemble_L2,-1.4488559282193425,mean_absolute_error,0.3140723705291748,154.98526191711426,0.0006844997406005859,0.3940601348876953,2,True,5,12,2
LightGBM,-1.4573026469260455,mean_absolute_error,0.02808213233947754,83.20545196533203,0.02808213233947754,83.20545196533203,1,True,4,12,2
KNeighborsDist,-1.6951997634164988,mean_absolute_error,6.594162940979004,9.522050142288208,6.594162940979004,9.522050142288208,1,True,2,12,2
KNeighborsUnif,-1.6980799990952016,mean_absolute_error,4.31707239151001,4.870068550109863,4.31707239151001,4.870068550109863,1,True,1,12,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,116.90857553482056,,0.3940601348876953,2,True,10,12,2
LightGBM_FULL,,mean_absolute_error,,60.12824058532715,,60.12824058532715,1,True,9,12,2
LightGBMXT_FULL,,mean_absolute_error,,116.51451539993286,,116.51451539993286,1,True,8,12,2
KNeighborsUnif_FULL,,mean_absolute_error,,5.485259294509888,,5.485259294509888,1,True,6,12,2
KNeighborsDist_FULL,,mean_absolute_error,,5.199336051940918,,5.199336051940918,1,True,7,12,2
WeightedEnsemble_L2,-1.566070782744512,mean_absolute_error,0.9021885395050049,249.42858219146729,0.0008199214935302734,1.3382360935211182,2,True,5,12,3
LightGBM,-1.5682864282809197,mean_absolute_error,0.3770864009857178,112.74938726425171,0.3770864009857178,112.74938726425171,1,True,4,12,3
LightGBMXT,-1.568828645035671,mean_absolute_error,0.5242822170257568,135.34095883369446,0.5242822170257568,135.34095883369446,1,True,3,12,3
KNeighborsUnif,-1.8033600014865399,mean_absolute_error,6.615923166275024,17.154564380645752,6.615923166275024,17.154564380645752,1,True,1,12,3
KNeighborsDist,-1.8097166719929316,mean_absolute_error,3.893948793411255,3.9234137535095215,3.893948793411255,3.9234137535095215,1,True,2,12,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,208.4923710823059,,1.3382360935211182,2,True,10,12,3
LightGBM_FULL,,mean_absolute_error,,65.89659786224365,,65.89659786224365,1,True,9,12,3
LightGBMXT_FULL,,mean_absolute_error,,141.25753712654114,,141.25753712654114,1,True,8,12,3
KNeighborsUnif_FULL,,mean_absolute_error,,3.854332447052002,,3.854332447052002,1,True,6,12,3
KNeighborsDist_FULL,,mean_absolute_error,,1.4524781703948975,,1.4524781703948975,1,True,7,12,3
WeightedEnsemble_L2,-1.5269297687137966,mean_absolute_error,0.49242734909057617,270.3734004497528,0.0006823539733886719,0.564263105392456,2,True,5,12,4
LightGBMXT,-1.526986705812387,mean_absolute_error,0.36879634857177734,171.64847040176392,0.36879634857177734,171.64847040176392,1,True,3,12,4
LightGBM,-1.5374670267676935,mean_absolute_error,0.12294864654541016,98.16066694259644,0.12294864654541016,98.16066694259644,1,True,4,12,4
KNeighborsUnif,-1.8236000009775162,mean_absolute_error,2.9963698387145996,1.4317874908447266,2.9963698387145996,1.4317874908447266,1,True,1,12,4
KNeighborsDist,-1.8325234227307141,mean_absolute_error,5.128067970275879,5.945494890213013,5.128067970275879,5.945494890213013,1,True,2,12,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,265.96945428848267,,0.564263105392456,2,True,10,12,4
LightGBM_FULL,,mean_absolute_error,,119.4734399318695,,119.4734399318695,1,True,9,12,4
LightGBMXT_FULL,,mean_absolute_error,,145.9317512512207,,145.9317512512207,1,True,8,12,4
KNeighborsUnif_FULL,,mean_absolute_error,,5.0294153690338135,,5.0294153690338135,1,True,6,12,4
KNeighborsDist_FULL,,mean_absolute_error,,3.8678603172302246,,3.8678603172302246,1,True,7,12,4
WeightedEnsemble_L2,-1.5230887668121083,mean_absolute_error,4.8753204345703125,263.3148686885834,0.0006837844848632812,0.16880226135253906,2,True,4,12,5
LightGBMXT,-1.5251100325145468,mean_absolute_error,0.13514041900634766,256.7187216281891,0.13514041900634766,256.7187216281891,1,True,3,12,5
KNeighborsDist,-1.7145479735251516,mean_absolute_error,4.739496231079102,6.427344799041748,4.739496231079102,6.427344799041748,1,True,2,12,5
KNeighborsUnif,-1.7180800000429153,mean_absolute_error,5.374418020248413,5.338186264038086,5.374418020248413,5.338186264038086,1,True,1,12,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,268.9572112560272,,0.16880226135253906,2,True,8,12,5
LightGBMXT_FULL,,mean_absolute_error,,261.9752655029297,,261.9752655029297,1,True,7,12,5
KNeighborsUnif_FULL,,mean_absolute_error,,2.818296432495117,,2.818296432495117,1,True,5,12,5
KNeighborsDist_FULL,,mean_absolute_error,,6.813143491744995,,6.813143491744995,1,True,6,12,5
LightGBMXT,-1.6032546034231316,mean_absolute_error,0.0335543155670166,202.56481957435608,0.0335543155670166,202.56481957435608,1,True,3,12,6
WeightedEnsemble_L2,-1.6032546034231316,mean_absolute_error,0.06415534019470215,203.17696046829224,0.030601024627685547,0.6121408939361572,2,True,4,12,6
KNeighborsUnif,-1.886400000911951,mean_absolute_error,4.613059043884277,3.147676467895508,4.613059043884277,3.147676467895508,1,True,1,12,6
KNeighborsDist,-1.8941567052993924,mean_absolute_error,17.02075433731079,47.21508526802063,17.02075433731079,47.21508526802063,1,True,2,12,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,112.57374477386475,,0.6121408939361572,2,True,8,12,6
LightGBMXT_FULL,,mean_absolute_error,,111.96160387992859,,111.96160387992859,1,True,7,12,6
KNeighborsUnif_FULL,,mean_absolute_error,,5.004183292388916,,5.004183292388916,1,True,5,12,6
KNeighborsDist_FULL,,mean_absolute_error,,4.5223917961120605,,4.5223917961120605,1,True,6,12,6
LightGBMXT,-1.431482489005383,mean_absolute_error,0.20545315742492676,113.77093291282654,0.20545315742492676,113.77093291282654,1,True,3,13,1
WeightedEnsemble_L2,-1.431482489005383,mean_absolute_error,0.20648431777954102,114.17597270011902,0.0010311603546142578,0.40503978729248047,2,True,5,13,1
LightGBM,-1.442774437583983,mean_absolute_error,0.18024587631225586,161.62337708473206,0.18024587631225586,161.62337708473206,1,True,4,13,1
KNeighborsUnif,-1.6939999991834163,mean_absolute_error,7.879607439041138,1.473858118057251,7.879607439041138,1.473858118057251,1,True,1,13,1
KNeighborsDist,-1.696267677841708,mean_absolute_error,2.048797369003296,1.582488775253296,2.048797369003296,1.582488775253296,1,True,2,13,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,88.35374164581299,,0.40503978729248047,2,True,10,13,1
LightGBM_FULL,,mean_absolute_error,,212.5609073638916,,212.5609073638916,1,True,9,13,1
