model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,GW,horizon
LightGBM,-1.5244634649813176,mean_absolute_error,0.2785308361053467,32.57202672958374,0.2785308361053467,32.57202672958374,1,True,4,21,5
KNeighborsDist,-1.7247395155176521,mean_absolute_error,9.273102760314941,7.733248949050903,9.273102760314941,7.733248949050903,1,True,2,21,5
KNeighborsUnif,-1.7277600017726422,mean_absolute_error,4.193271636962891,6.7042460441589355,4.193271636962891,6.7042460441589355,1,True,1,21,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,74.41341400146484,,2.1982550621032715,2,True,10,21,5
LightGBM_FULL,,mean_absolute_error,,81.23589205741882,,81.23589205741882,1,True,9,21,5
LightGBMXT_FULL,,mean_absolute_error,,63.245206117630005,,63.245206117630005,1,True,8,21,5
KNeighborsUnif_FULL,,mean_absolute_error,,7.596658706665039,,7.596658706665039,1,True,6,21,5
KNeighborsDist_FULL,,mean_absolute_error,,8.969952821731567,,8.969952821731567,1,True,7,21,5
WeightedEnsemble_L2,-1.4945866858761758,mean_absolute_error,8.34652066230774,212.9218246936798,0.0006489753723144531,0.617783784866333,2,True,4,21,6
LightGBMXT,-1.4954875276764854,mean_absolute_error,0.4841012954711914,202.00063252449036,0.4841012954711914,202.00063252449036,1,True,3,21,6
KNeighborsUnif,-1.7003200018763542,mean_absolute_error,6.5061328411102295,36.05965852737427,6.5061328411102295,36.05965852737427,1,True,1,21,6
KNeighborsDist,-1.703137363951467,mean_absolute_error,7.861770391464233,10.30340838432312,7.861770391464233,10.30340838432312,1,True,2,21,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,243.0608685016632,,0.617783784866333,2,True,8,21,6
LightGBMXT_FULL,,mean_absolute_error,,234.93000030517578,,234.93000030517578,1,True,7,21,6
KNeighborsUnif_FULL,,mean_absolute_error,,5.206804275512695,,5.206804275512695,1,True,5,21,6
KNeighborsDist_FULL,,mean_absolute_error,,7.513084411621094,,7.513084411621094,1,True,6,21,6
LightGBMXT,-1.3672350007040426,mean_absolute_error,0.1937117576599121,148.08188724517822,0.1937117576599121,148.08188724517822,1,True,3,22,1
WeightedEnsemble_L2,-1.3672350007040426,mean_absolute_error,0.1944718360900879,148.61051988601685,0.0007600784301757812,0.528632640838623,2,True,5,22,1
LightGBM,-1.3791407178252935,mean_absolute_error,0.1917099952697754,111.88292813301086,0.1917099952697754,111.88292813301086,1,True,4,22,1
KNeighborsUnif,-1.6642400001645088,mean_absolute_error,3.6128385066986084,5.203937530517578,3.6128385066986084,5.203937530517578,1,True,1,22,1
KNeighborsDist,-1.666702278214693,mean_absolute_error,3.9243876934051514,3.4327173233032227,3.9243876934051514,3.4327173233032227,1,True,2,22,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,99.23557782173157,,0.528632640838623,2,True,10,22,1
LightGBM_FULL,,mean_absolute_error,,104.47791266441345,,104.47791266441345,1,True,9,22,1
LightGBMXT_FULL,,mean_absolute_error,,98.70694518089294,,98.70694518089294,1,True,8,22,1
KNeighborsUnif_FULL,,mean_absolute_error,,5.7282445430755615,,5.7282445430755615,1,True,6,22,1
KNeighborsDist_FULL,,mean_absolute_error,,2.7214200496673584,,2.7214200496673584,1,True,7,22,1
WeightedEnsemble_L2,-1.414796067204268,mean_absolute_error,6.293889760971069,199.54493403434753,0.0009224414825439453,0.76888108253479,2,True,5,22,2
LightGBMXT,-1.4155110887452726,mean_absolute_error,0.26814913749694824,192.00465393066406,0.26814913749694824,192.00465393066406,1,True,3,22,2
LightGBM,-1.437824336707592,mean_absolute_error,0.27837324142456055,44.45493769645691,0.27837324142456055,44.45493769645691,1,True,4,22,2
KNeighborsUnif,-1.6324000001072883,mean_absolute_error,5.611468553543091,12.28444504737854,5.611468553543091,12.28444504737854,1,True,1,22,2
KNeighborsDist,-1.6401857899054886,mean_absolute_error,6.024818181991577,6.771399021148682,6.024818181991577,6.771399021148682,1,True,2,22,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,86.4861900806427,,0.76888108253479,2,True,10,22,2
LightGBM_FULL,,mean_absolute_error,,41.923144578933716,,41.923144578933716,1,True,9,22,2
LightGBMXT_FULL,,mean_absolute_error,,79.24371409416199,,79.24371409416199,1,True,8,22,2
KNeighborsUnif_FULL,,mean_absolute_error,,7.215826034545898,,7.215826034545898,1,True,6,22,2
KNeighborsDist_FULL,,mean_absolute_error,,6.473594903945923,,6.473594903945923,1,True,7,22,2
WeightedEnsemble_L2,-1.4833587730069644,mean_absolute_error,0.3435482978820801,251.12016034126282,0.0006680488586425781,0.2925543785095215,2,True,5,22,3
LightGBM,-1.484319271803915,mean_absolute_error,0.08009147644042969,125.22939372062683,0.08009147644042969,125.22939372062683,1,True,4,22,3
LightGBMXT,-1.4859193715006114,mean_absolute_error,0.2627887725830078,125.59821224212646,0.2627887725830078,125.59821224212646,1,True,3,22,3
KNeighborsUnif,-1.7286399986386298,mean_absolute_error,5.682225465774536,1.7038021087646484,5.682225465774536,1.7038021087646484,1,True,1,22,3
KNeighborsDist,-1.7301999045990408,mean_absolute_error,7.400126934051514,12.62329387664795,7.400126934051514,12.62329387664795,1,True,2,22,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,233.03212308883667,,0.2925543785095215,2,True,10,22,3
LightGBM_FULL,,mean_absolute_error,,157.885746717453,,157.885746717453,1,True,9,22,3
LightGBMXT_FULL,,mean_absolute_error,,74.85382199287415,,74.85382199287415,1,True,8,22,3
KNeighborsUnif_FULL,,mean_absolute_error,,4.958009719848633,,4.958009719848633,1,True,6,22,3
KNeighborsDist_FULL,,mean_absolute_error,,9.188889265060425,,9.188889265060425,1,True,7,22,3
WeightedEnsemble_L2,-1.4961912722905633,mean_absolute_error,0.9348373413085938,258.4458246231079,0.0017747879028320312,0.7539114952087402,2,True,5,22,4
LightGBM,-1.4964054232476511,mean_absolute_error,0.6380383968353271,175.57239818572998,0.6380383968353271,175.57239818572998,1,True,4,22,4
LightGBMXT,-1.5101872192963959,mean_absolute_error,0.29502415657043457,82.11951494216919,0.29502415657043457,82.11951494216919,1,True,3,22,4
KNeighborsUnif,-1.7793599991202353,mean_absolute_error,8.563742399215698,5.800990104675293,8.563742399215698,5.800990104675293,1,True,1,22,4
KNeighborsDist,-1.7856012209344656,mean_absolute_error,6.076559782028198,6.108635663986206,6.076559782028198,6.108635663986206,1,True,2,22,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,255.82937574386597,,0.7539114952087402,2,True,10,22,4
LightGBM_FULL,,mean_absolute_error,,179.75668048858643,,179.75668048858643,1,True,9,22,4
LightGBMXT_FULL,,mean_absolute_error,,75.3187837600708,,75.3187837600708,1,True,8,22,4
KNeighborsUnif_FULL,,mean_absolute_error,,4.613189220428467,,4.613189220428467,1,True,6,22,4
KNeighborsDist_FULL,,mean_absolute_error,,4.6810142993927,,4.6810142993927,1,True,7,22,4
WeightedEnsemble_L2,-1.5570932906669332,mean_absolute_error,0.10760021209716797,238.36404037475586,0.0008194446563720703,1.0619750022888184,2,True,5,22,5
LightGBM,-1.5572991793112363,mean_absolute_error,0.02371811866760254,142.1113305091858,0.02371811866760254,142.1113305091858,1,True,4,22,5
LightGBMXT,-1.562432450570833,mean_absolute_error,0.08306264877319336,95.19073486328125,0.08306264877319336,95.19073486328125,1,True,3,22,5
KNeighborsUnif,-1.8120799994707109,mean_absolute_error,9.815017938613892,10.131380796432495,9.815017938613892,10.131380796432495,1,True,1,22,5
KNeighborsDist,-1.8152661601523286,mean_absolute_error,4.94994592666626,6.6088807582855225,4.94994592666626,6.6088807582855225,1,True,2,22,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,256.6539762020111,,1.0619750022888184,2,True,10,22,5
LightGBM_FULL,,mean_absolute_error,,122.02249693870544,,122.02249693870544,1,True,9,22,5
LightGBMXT_FULL,,mean_absolute_error,,133.56950426101685,,133.56950426101685,1,True,8,22,5
KNeighborsUnif_FULL,,mean_absolute_error,,5.575384855270386,,5.575384855270386,1,True,6,22,5
KNeighborsDist_FULL,,mean_absolute_error,,5.6654558181762695,,5.6654558181762695,1,True,7,22,5
WeightedEnsemble_L2,-1.5425831855289638,mean_absolute_error,4.363689184188843,1301.6198570728302,0.0006697177886962891,0.8102905750274658,2,True,6,22,6
LightGBM,-1.547216440486908,mean_absolute_error,0.04374575614929199,103.25223803520203,0.04374575614929199,103.25223803520203,1,True,4,22,6
LightGBMXT,-1.5556773749507964,mean_absolute_error,0.2497413158416748,125.08224964141846,0.2497413158416748,125.08224964141846,1,True,3,22,6
RandomForestMSE,-1.5630706652181223,mean_absolute_error,4.3192737102508545,1197.5573284626007,4.3192737102508545,1197.5573284626007,1,True,5,22,6
KNeighborsUnif,-1.8005600008010865,mean_absolute_error,4.151559829711914,3.0259180068969727,4.151559829711914,3.0259180068969727,1,True,1,22,6
KNeighborsDist,-1.8106255079971627,mean_absolute_error,3.2004735469818115,5.251741170883179,3.2004735469818115,5.251741170883179,1,True,2,22,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,1079.7777426242828,,0.8102905750274658,2,True,12,22,6
RandomForestMSE_FULL,,mean_absolute_error,,1022.0077269077301,,1022.0077269077301,1,True,11,22,6
LightGBM_FULL,,mean_absolute_error,,56.95972514152527,,56.95972514152527,1,True,10,22,6
LightGBMXT_FULL,,mean_absolute_error,,84.04371666908264,,84.04371666908264,1,True,9,22,6
KNeighborsUnif_FULL,,mean_absolute_error,,3.6307098865509033,,3.6307098865509033,1,True,7,22,6
KNeighborsDist_FULL,,mean_absolute_error,,4.512847661972046,,4.512847661972046,1,True,8,22,6
WeightedEnsemble_L2,-1.2578974402546883,mean_absolute_error,0.24772906303405762,260.60307598114014,0.0008344650268554688,0.47818994522094727,2,True,5,23,1
LightGBM,-1.2595599615237036,mean_absolute_error,0.11332845687866211,123.26831459999084,0.11332845687866211,123.26831459999084,1,True,4,23,1
LightGBMXT,-1.2610135620519518,mean_absolute_error,0.13356614112854004,136.85657143592834,0.13356614112854004,136.85657143592834,1,True,3,23,1
KNeighborsUnif,-1.4934400014162064,mean_absolute_error,3.2276597023010254,3.4905335903167725,3.2276597023010254,3.4905335903167725,1,True,1,23,1
KNeighborsDist,-1.498812084909156,mean_absolute_error,3.3280045986175537,5.952301263809204,3.3280045986175537,5.952301263809204,1,True,2,23,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,149.44005942344666,,0.47818994522094727,2,True,10,23,1
LightGBM_FULL,,mean_absolute_error,,78.16746401786804,,78.16746401786804,1,True,9,23,1
LightGBMXT_FULL,,mean_absolute_error,,70.79440546035767,,70.79440546035767,1,True,8,23,1
KNeighborsUnif_FULL,,mean_absolute_error,,3.300140142440796,,3.300140142440796,1,True,6,23,1
KNeighborsDist_FULL,,mean_absolute_error,,2.0596837997436523,,2.0596837997436523,1,True,7,23,1
LightGBMXT,-1.4643164572437877,mean_absolute_error,0.39846372604370117,254.22686505317688,0.39846372604370117,254.22686505317688,1,True,3,23,2
WeightedEnsemble_L2,-1.4643164572437877,mean_absolute_error,0.39913177490234375,254.83415460586548,0.0006680488586425781,0.6072895526885986,2,True,4,23,2
KNeighborsUnif,-1.6976800015449525,mean_absolute_error,4.532582998275757,7.946996212005615,4.532582998275757,7.946996212005615,1,True,1,23,2
KNeighborsDist,-1.7049937368508428,mean_absolute_error,7.754889488220215,5.831608772277832,7.754889488220215,5.831608772277832,1,True,2,23,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,266.7587366104126,,0.6072895526885986,2,True,8,23,2
LightGBMXT_FULL,,mean_absolute_error,,266.151447057724,,266.151447057724,1,True,7,23,2
KNeighborsUnif_FULL,,mean_absolute_error,,10.35945463180542,,10.35945463180542,1,True,5,23,2
KNeighborsDist_FULL,,mean_absolute_error,,4.054669618606567,,4.054669618606567,1,True,6,23,2
LightGBMXT,-1.432957078740187,mean_absolute_error,0.1501166820526123,145.69053173065186,0.1501166820526123,145.69053173065186,1,True,3,23,3
WeightedEnsemble_L2,-1.432957078740187,mean_absolute_error,0.15102338790893555,146.32608318328857,0.0009067058563232422,0.6355514526367188,2,True,5,23,3
LightGBM,-1.438571635379549,mean_absolute_error,0.18257403373718262,103.92457270622253,0.18257403373718262,103.92457270622253,1,True,4,23,3
KNeighborsUnif,-1.7002400028288365,mean_absolute_error,6.948167085647583,8.022361516952515,6.948167085647583,8.022361516952515,1,True,1,23,3
KNeighborsDist,-1.7075117834191769,mean_absolute_error,2.5912299156188965,5.573155641555786,2.5912299156188965,5.573155641555786,1,True,2,23,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,115.82255029678345,,0.6355514526367188,2,True,10,23,3
LightGBM_FULL,,mean_absolute_error,,64.58339643478394,,64.58339643478394,1,True,9,23,3
LightGBMXT_FULL,,mean_absolute_error,,115.18699884414673,,115.18699884414673,1,True,8,23,3
KNeighborsUnif_FULL,,mean_absolute_error,,4.879838466644287,,4.879838466644287,1,True,6,23,3
KNeighborsDist_FULL,,mean_absolute_error,,4.960022687911987,,4.960022687911987,1,True,7,23,3
WeightedEnsemble_L2,-1.5158133558091706,mean_absolute_error,0.637763500213623,255.14217257499695,0.0006909370422363281,0.7343454360961914,2,True,5,23,4
LightGBM,-1.516931587792933,mean_absolute_error,0.2117624282836914,85.26144862174988,0.2117624282836914,85.26144862174988,1,True,4,23,4
LightGBMXT,-1.5185918077494514,mean_absolute_error,0.4253101348876953,169.14637851715088,0.4253101348876953,169.14637851715088,1,True,3,23,4
KNeighborsUnif,-1.7756800006866456,mean_absolute_error,5.9601452350616455,2.4721245765686035,5.9601452350616455,2.4721245765686035,1,True,1,23,4
KNeighborsDist,-1.7906818627431988,mean_absolute_error,7.030214786529541,7.907535076141357,7.030214786529541,7.907535076141357,1,True,2,23,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,198.66337823867798,,0.7343454360961914,2,True,10,23,4
LightGBM_FULL,,mean_absolute_error,,93.2854528427124,,93.2854528427124,1,True,9,23,4
LightGBMXT_FULL,,mean_absolute_error,,104.64357995986938,,104.64357995986938,1,True,8,23,4
KNeighborsUnif_FULL,,mean_absolute_error,,4.1574084758758545,,4.1574084758758545,1,True,6,23,4
KNeighborsDist_FULL,,mean_absolute_error,,15.491880178451538,,15.491880178451538,1,True,7,23,4
WeightedEnsemble_L2,-1.495851835328329,mean_absolute_error,6.018600702285767,260.5302276611328,0.0006461143493652344,0.08892512321472168,2,True,5,23,5
LightGBMXT,-1.4980735707970336,mean_absolute_error,0.22310829162597656,187.36407804489136,0.22310829162597656,187.36407804489136,1,True,3,23,5
LightGBM,-1.5000425794363021,mean_absolute_error,0.13567900657653809,65.0026524066925,0.13567900657653809,65.0026524066925,1,True,4,23,5
KNeighborsUnif,-1.6958400030612946,mean_absolute_error,6.061735153198242,5.607417345046997,6.061735153198242,5.607417345046997,1,True,1,23,5
KNeighborsDist,-1.6992361043998971,mean_absolute_error,5.659167289733887,8.074572086334229,5.659167289733887,8.074572086334229,1,True,2,23,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,257.06017088890076,,0.08892512321472168,2,True,10,23,5
LightGBM_FULL,,mean_absolute_error,,78.15671515464783,,78.15671515464783,1,True,9,23,5
LightGBMXT_FULL,,mean_absolute_error,,170.605633020401,,170.605633020401,1,True,8,23,5
KNeighborsUnif_FULL,,mean_absolute_error,,3.4918370246887207,,3.4918370246887207,1,True,6,23,5
KNeighborsDist_FULL,,mean_absolute_error,,8.208897590637207,,8.208897590637207,1,True,7,23,5
WeightedEnsemble_L2,-1.5687558607686312,mean_absolute_error,6.208331346511841,271.1710844039917,0.0009250640869140625,1.2632780075073242,2,True,5,23,6
LightGBMXT,-1.571472151312232,mean_absolute_error,0.24779105186462402,120.99181008338928,0.24779105186462402,120.99181008338928,1,True,3,23,6
LightGBM,-1.5733982279592542,mean_absolute_error,0.10134410858154297,142.34814524650574,0.10134410858154297,142.34814524650574,1,True,4,23,6
KNeighborsUnif,-1.7626399986624717,mean_absolute_error,6.101038932800293,4.906005859375,6.101038932800293,4.906005859375,1,True,1,23,6
KNeighborsDist,-1.765196812810749,mean_absolute_error,5.85827112197876,6.5678510665893555,5.85827112197876,6.5678510665893555,1,True,2,23,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,249.34968972206116,,1.2632780075073242,2,True,10,23,6
LightGBM_FULL,,mean_absolute_error,,141.54283952713013,,141.54283952713013,1,True,9,23,6
LightGBMXT_FULL,,mean_absolute_error,,98.35325932502747,,98.35325932502747,1,True,8,23,6
KNeighborsUnif_FULL,,mean_absolute_error,,9.753145694732666,,9.753145694732666,1,True,6,23,6
KNeighborsDist_FULL,,mean_absolute_error,,8.19031286239624,,8.19031286239624,1,True,7,23,6
LightGBMXT,-1.3750466425791383,mean_absolute_error,0.2578914165496826,107.22627687454224,0.2578914165496826,107.22627687454224,1,True,3,24,1
WeightedEnsemble_L2,-1.3750466425791383,mean_absolute_error,0.2585775852203369,108.33659648895264,0.0006861686706542969,1.1103196144104004,2,True,6,24,1
LightGBM,-1.379998427284509,mean_absolute_error,0.41879916191101074,104.27870178222656,0.41879916191101074,104.27870178222656,1,True,4,24,1
RandomForestMSE,-1.4199426671594382,mean_absolute_error,14.034363031387329,1886.582913160324,14.034363031387329,1886.582913160324,1,True,5,24,1
KNeighborsUnif,-1.6412000027298927,mean_absolute_error,3.675114631652832,3.502006769180298,3.675114631652832,3.502006769180298,1,True,1,24,1
KNeighborsDist,-1.6488412314660847,mean_absolute_error,5.378723382949829,6.279386520385742,5.378723382949829,6.279386520385742,1,True,2,24,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,102.60366868972778,,1.1103196144104004,2,True,12,24,1
RandomForestMSE_FULL,,mean_absolute_error,,1728.507206439972,,1728.507206439972,1,True,11,24,1
LightGBM_FULL,,mean_absolute_error,,108.61970710754395,,108.61970710754395,1,True,10,24,1
LightGBMXT_FULL,,mean_absolute_error,,101.49334907531738,,101.49334907531738,1,True,9,24,1
KNeighborsUnif_FULL,,mean_absolute_error,,23.951979398727417,,23.951979398727417,1,True,7,24,1
KNeighborsDist_FULL,,mean_absolute_error,,4.820828914642334,,4.820828914642334,1,True,8,24,1
LightGBMXT,-1.4273685341618898,mean_absolute_error,0.15361690521240234,263.41717767715454,0.15361690521240234,263.41717767715454,1,True,3,24,2
WeightedEnsemble_L2,-1.4273685341618898,mean_absolute_error,0.15431547164916992,263.48032426834106,0.0006985664367675781,0.06314659118652344,2,True,4,24,2
KNeighborsUnif,-1.6658400015294552,mean_absolute_error,3.2519922256469727,4.638746023178101,3.2519922256469727,4.638746023178101,1,True,1,24,2
KNeighborsDist,-1.6848900525588542,mean_absolute_error,3.5425994396209717,3.6202194690704346,3.5425994396209717,3.6202194690704346,1,True,2,24,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,212.77124857902527,,0.06314659118652344,2,True,8,24,2
LightGBMXT_FULL,,mean_absolute_error,,212.70810198783875,,212.70810198783875,1,True,7,24,2
KNeighborsUnif_FULL,,mean_absolute_error,,0.5852875709533691,,0.5852875709533691,1,True,5,24,2
KNeighborsDist_FULL,,mean_absolute_error,,2.039703607559204,,2.039703607559204,1,True,6,24,2
LightGBMXT,-1.4354131074726582,mean_absolute_error,0.051958560943603516,238.17968130111694,0.051958560943603516,238.17968130111694,1,True,3,24,3
WeightedEnsemble_L2,-1.4354131074726582,mean_absolute_error,0.052700042724609375,238.26872563362122,0.0007414817810058594,0.08904433250427246,2,True,5,24,3
LightGBM,-1.4765737432837487,mean_absolute_error,0.10032129287719727,29.78301191329956,0.10032129287719727,29.78301191329956,1,True,4,24,3
KNeighborsDist,-1.6963308945171536,mean_absolute_error,3.972343921661377,4.626362562179565,3.972343921661377,4.626362562179565,1,True,2,24,3
KNeighborsUnif,-1.698320001387596,mean_absolute_error,4.0827155113220215,3.8921563625335693,4.0827155113220215,3.8921563625335693,1,True,1,24,3
WeightedEnsemble_L2_FULL,,mean_absolute_error,,169.72869110107422,,0.08904433250427246,2,True,10,24,3
LightGBM_FULL,,mean_absolute_error,,27.41873049736023,,27.41873049736023,1,True,9,24,3
LightGBMXT_FULL,,mean_absolute_error,,169.63964676856995,,169.63964676856995,1,True,8,24,3
KNeighborsUnif_FULL,,mean_absolute_error,,1.474142074584961,,1.474142074584961,1,True,6,24,3
KNeighborsDist_FULL,,mean_absolute_error,,3.350780487060547,,3.350780487060547,1,True,7,24,3
WeightedEnsemble_L2,-1.4181161959226476,mean_absolute_error,6.58626389503479,1094.5819628238678,0.0007011890411376953,0.11377549171447754,2,True,6,24,4
LightGBM,-1.4189137535532006,mean_absolute_error,0.20801377296447754,117.50256156921387,0.20801377296447754,117.50256156921387,1,True,4,24,4
LightGBMXT,-1.4275619550019503,mean_absolute_error,0.12870121002197266,80.49826693534851,0.12870121002197266,80.49826693534851,1,True,3,24,4
RandomForestMSE,-1.449491999912262,mean_absolute_error,6.248847723007202,896.4673588275909,6.248847723007202,896.4673588275909,1,True,5,24,4
KNeighborsDist,-1.6878551727205515,mean_absolute_error,2.958378314971924,0.6739389896392822,2.958378314971924,0.6739389896392822,1,True,2,24,4
KNeighborsUnif,-1.688480000090599,mean_absolute_error,2.228511333465576,3.206346273422241,2.228511333465576,3.206346273422241,1,True,1,24,4
WeightedEnsemble_L2_FULL,,mean_absolute_error,,814.4807500839233,,0.11377549171447754,2,True,12,24,4
RandomForestMSE_FULL,,mean_absolute_error,,662.2083411216736,,662.2083411216736,1,True,11,24,4
LightGBM_FULL,,mean_absolute_error,,95.29722094535828,,95.29722094535828,1,True,10,24,4
LightGBMXT_FULL,,mean_absolute_error,,56.861412525177,,56.861412525177,1,True,9,24,4
KNeighborsUnif_FULL,,mean_absolute_error,,1.1522903442382812,,1.1522903442382812,1,True,7,24,4
KNeighborsDist_FULL,,mean_absolute_error,,1.2678828239440918,,1.2678828239440918,1,True,8,24,4
WeightedEnsemble_L2,-1.4658981882648616,mean_absolute_error,1.5148060321807861,520.8415968418121,0.0008306503295898438,0.14699268341064453,2,True,6,24,5
LightGBMXT,-1.4661478120145797,mean_absolute_error,0.10436654090881348,49.509568214416504,0.10436654090881348,49.509568214416504,1,True,3,24,5
LightGBM,-1.4779105615902692,mean_absolute_error,0.08917498588562012,16.062945127487183,0.08917498588562012,16.062945127487183,1,True,4,24,5
RandomForestMSE,-1.5106655763994437,mean_absolute_error,1.4096088409423828,471.185035943985,1.4096088409423828,471.185035943985,1,True,5,24,5
KNeighborsUnif,-1.7445600001633168,mean_absolute_error,1.5316309928894043,1.6165533065795898,1.5316309928894043,1.6165533065795898,1,True,1,24,5
KNeighborsDist,-1.749260600284487,mean_absolute_error,1.5915815830230713,1.448073387145996,1.5915815830230713,1.448073387145996,1,True,2,24,5
WeightedEnsemble_L2_FULL,,mean_absolute_error,,350.25033831596375,,0.14699268341064453,2,True,12,24,5
RandomForestMSE_FULL,,mean_absolute_error,,307.45191860198975,,307.45191860198975,1,True,11,24,5
LightGBM_FULL,,mean_absolute_error,,23.335721015930176,,23.335721015930176,1,True,10,24,5
LightGBMXT_FULL,,mean_absolute_error,,42.651427030563354,,42.651427030563354,1,True,9,24,5
KNeighborsUnif_FULL,,mean_absolute_error,,0.6450026035308838,,0.6450026035308838,1,True,7,24,5
KNeighborsDist_FULL,,mean_absolute_error,,0.8888614177703857,,0.8888614177703857,1,True,8,24,5
WeightedEnsemble_L2,-1.5155450882490724,mean_absolute_error,0.7947654724121094,337.1814486980438,0.0007793903350830078,0.0899651050567627,2,True,6,24,6
LightGBM,-1.5253842097382992,mean_absolute_error,0.034059762954711914,7.576122283935547,0.034059762954711914,7.576122283935547,1,True,4,24,6
LightGBMXT,-1.5312903379954048,mean_absolute_error,0.06263017654418945,57.786693811416626,0.06263017654418945,57.786693811416626,1,True,3,24,6
RandomForestMSE,-1.5378573334189132,mean_absolute_error,0.697296142578125,271.7286674976349,0.697296142578125,271.7286674976349,1,True,5,24,6
KNeighborsUnif,-1.7562400016009807,mean_absolute_error,0.769885778427124,0.7312967777252197,0.769885778427124,0.7312967777252197,1,True,1,24,6
KNeighborsDist,-1.7664773614816367,mean_absolute_error,0.7247929573059082,0.7333006858825684,0.7247929573059082,0.7333006858825684,1,True,2,24,6
WeightedEnsemble_L2_FULL,,mean_absolute_error,,210.6774652004242,,0.0899651050567627,2,True,12,24,6
RandomForestMSE_FULL,,mean_absolute_error,,102.4543445110321,,102.4543445110321,1,True,11,24,6
LightGBM_FULL,,mean_absolute_error,,60.71553158760071,,60.71553158760071,1,True,10,24,6
LightGBMXT_FULL,,mean_absolute_error,,47.41762399673462,,47.41762399673462,1,True,9,24,6
KNeighborsUnif_FULL,,mean_absolute_error,,0.5153560638427734,,0.5153560638427734,1,True,7,24,6
KNeighborsDist_FULL,,mean_absolute_error,,0.7096197605133057,,0.7096197605133057,1,True,8,24,6
LightGBMXT,-1.2972532907458953,mean_absolute_error,0.385190486907959,151.48410272598267,0.385190486907959,151.48410272598267,1,True,3,25,1
WeightedEnsemble_L2,-1.2972532907458953,mean_absolute_error,0.38587427139282227,153.1479799747467,0.0006837844848632812,1.663877248764038,2,True,5,25,1
LightGBM,-1.367046405148506,mean_absolute_error,0.1894853115081787,58.998862504959106,0.1894853115081787,58.998862504959106,1,True,4,25,1
KNeighborsDist,-1.5740583568390458,mean_absolute_error,9.096412897109985,9.460116863250732,9.096412897109985,9.460116863250732,1,True,2,25,1
KNeighborsUnif,-1.5785600002408027,mean_absolute_error,7.299876689910889,12.1083345413208,7.299876689910889,12.1083345413208,1,True,1,25,1
WeightedEnsemble_L2_FULL,,mean_absolute_error,,128.16640663146973,,1.663877248764038,2,True,10,25,1
LightGBM_FULL,,mean_absolute_error,,36.957629442214966,,36.957629442214966,1,True,9,25,1
LightGBMXT_FULL,,mean_absolute_error,,126.50252938270569,,126.50252938270569,1,True,8,25,1
KNeighborsUnif_FULL,,mean_absolute_error,,5.033041000366211,,5.033041000366211,1,True,6,25,1
KNeighborsDist_FULL,,mean_absolute_error,,9.261027574539185,,9.261027574539185,1,True,7,25,1
WeightedEnsemble_L2,-1.3628246615439654,mean_absolute_error,0.6111042499542236,206.8565435409546,0.037854909896850586,1.24214768409729,2,True,5,25,2
LightGBM,-1.3636768033146858,mean_absolute_error,0.31618452072143555,68.74578070640564,0.31618452072143555,68.74578070640564,1,True,4,25,2
LightGBMXT,-1.3662175754234194,mean_absolute_error,0.2570648193359375,136.86861515045166,0.2570648193359375,136.86861515045166,1,True,3,25,2
KNeighborsUnif,-1.617680001527071,mean_absolute_error,5.04200291633606,9.779462337493896,5.04200291633606,9.779462337493896,1,True,1,25,2
KNeighborsDist,-1.626097691805591,mean_absolute_error,5.461845636367798,8.756970167160034,5.461845636367798,8.756970167160034,1,True,2,25,2
WeightedEnsemble_L2_FULL,,mean_absolute_error,,145.95943570137024,,1.24214768409729,2,True,10,25,2
LightGBM_FULL,,mean_absolute_error,,44.15127372741699,,44.15127372741699,1,True,9,25,2
LightGBMXT_FULL,,mean_absolute_error,,100.56601428985596,,100.56601428985596,1,True,8,25,2
KNeighborsUnif_FULL,,mean_absolute_error,,14.039608240127563,,14.039608240127563,1,True,6,25,2
KNeighborsDist_FULL,,mean_absolute_error,,3.19374680519104,,3.19374680519104,1,True,7,25,2
WeightedEnsemble_L2,-1.5210599842127412,mean_absolute_error,0.36449146270751953,245.30023169517517,0.0008320808410644531,0.7741990089416504,2,True,5,25,3
LightGBM,-1.5216588698388427,mean_absolute_error,0.1327066421508789,94.53971552848816,0.1327066421508789,94.53971552848816,1,True,4,25,3
LightGBMXT,-1.5277577079985292,mean_absolute_error,0.23095273971557617,149.98631715774536,0.23095273971557617,149.98631715774536,1,True,3,25,3
