Season,Player Name,GW,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,match_identifier
2021-22,Harry Kane,10,0,1,0.0603380985558033,90,FW,Tottenham,Manchester United,0,3,2021-10-30,647,2021,0,0.0,0,0,0,0.0603380985558033,0.0603380985558033,0.0,16473
2021-22,Harry Kane,9,0,1,0.049731701612472534,90,FW,West Ham,Tottenham,1,0,2021-10-24,647,2021,0,0.0,0,0,0,0.049731701612472534,0.049731701612472534,0.0,16465
2021-22,Harry Kane,8,1,2,0.37425699830055237,90,FW,Newcastle United,Tottenham,2,3,2021-10-17,647,2021,0,0.7483239769935608,1,2,1,0.37425699830055237,1.081130027770996,0.038582801818847656,16452
2021-22,Harry Kane,7,0,6,0.38551899790763855,90,FW,Tottenham,Aston Villa,2,1,2021-10-03,647,2021,0,0.4056349992752075,0,1,0,0.38551899790763855,0.8623440265655518,0.15264399349689484,16443
2021-22,Harry Kane,6,0,5,0.45318999886512756,90,FW,Arsenal,Tottenham,3,1,2021-09-26,647,2021,0,0.0,0,0,0,0.45318999886512756,0.3741239905357361,0.0,16434
2021-22,Harry Kane,5,0,2,0.13134799897670746,90,AMC,Tottenham,Chelsea,0,3,2021-09-19,647,2021,0,0.0,0,0,0,0.13134799897670746,0.026732100173830986,0.0,16425
2021-22,Harry Kane,4,0,0,0.0,90,FW,Crystal Palace,Tottenham,3,0,2021-09-11,647,2021,0,0.0,0,0,0,0.0,0.02842869982123375,0.02842869982123375,16406
2021-22,Harry Kane,3,0,1,0.11351300030946732,90,FW,Tottenham,Watford,1,0,2021-08-29,647,2021,0,0.17510800063610077,0,2,0,0.11351300030946732,0.211899995803833,0.03679110109806061,16404
2021-22,Harry Kane,2,0,1,0.4530389904975891,13,Sub,Wolverhampton Wanderers,Tottenham,0,1,2021-08-22,647,2021,0,0.15846699476242065,0,1,0,0.4530389904975891,0.6115059852600098,0.0,16393
2021-22,Sadio Mané,38,1,3,0.42086800932884216,90,FW,Liverpool,Wolverhampton Wanderers,3,1,2022-05-22,838,2021,0,0.21152999997138977,0,4,1,0.42086800932884216,1.2983900308609009,0.665992021560669,16753
2021-22,Sadio Mané,36,1,4,0.5394309759140015,90,FW,Aston Villa,Liverpool,1,2,2022-05-10,838,2021,0,0.052228398621082306,0,1,1,0.5394309759140015,0.5916600227355957,0.04589039832353592,16705
2021-22,Sadio Mané,36,0,1,0.00995028018951416,90,FW,Liverpool,Tottenham,1,1,2022-05-07,838,2021,0,0.1344289928674698,0,3,0,0.00995028018951416,0.1483200043439865,0.04707669839262962,16728
2021-22,Sadio Mané,35,0,3,0.25941500067710876,71,FWL,Newcastle United,Liverpool,0,1,2022-04-30,838,2021,0,0.0,0,0,0,0.25941500067710876,0.3653010129928589,0.10588599741458893,16721
2021-22,Sadio Mané,34,0,2,0.06965229660272598,65,FW,Liverpool,Everton,2,0,2022-04-24,838,2021,0,0.0,0,0,0,0.06965229660272598,0.09570670127868652,0.026054300367832184,16708
2021-22,Sadio Mané,33,1,2,0.21868400275707245,90,FW,Liverpool,Manchester United,4,0,2022-04-19,838,2021,0,0.3176090121269226,1,1,1,0.21868400275707245,1.6098500490188599,1.0735599994659424,16669
2021-22,Sadio Mané,32,1,1,0.3536289930343628,86,FWL,Manchester City,Liverpool,2,2,2022-04-10,838,2021,0,0.05994819849729538,0,1,1,0.3536289930343628,0.785377025604248,0.43174800276756287,16690
2021-22,Sadio Mané,31,0,1,0.11775500327348709,19,Sub,Liverpool,Watford,2,0,2022-04-02,838,2021,0,0.0,0,0,0,0.11775500327348709,0.11775500327348709,0.0,16680
2021-22,Sadio Mané,29,0,1,0.11985599994659424,90,FWR,Arsenal,Liverpool,0,2,2022-03-16,838,2021,0,0.0,0,0,0,0.11985599994659424,0.11985599994659424,0.0,16636
2021-22,Sadio Mané,29,0,4,0.3239380121231079,90,FW,Brighton,Liverpool,0,2,2022-03-12,838,2021,0,0.0,0,0,0,0.3239380121231079,0.3194670081138611,0.029506200924515724,16658
2021-22,Sadio Mané,28,1,5,0.9583060145378113,90,FW,Liverpool,West Ham,1,0,2022-03-05,838,2021,0,0.1500750035047531,0,2,1,0.9583060145378113,1.343269944190979,0.30952098965644836,16649
2021-22,Sadio Mané,26,2,3,1.1977900266647339,90,FW,Liverpool,Leeds,6,0,2022-02-23,838,2021,0,0.23800300061702728,0,4,2,1.1977900266647339,1.5747900009155273,0.16998699307441711,16559
2021-22,Sadio Mané,26,1,4,0.8179429769515991,90,FW,Liverpool,Norwich,3,1,2022-02-19,838,2021,0,0.02566239982843399,0,1,1,0.8179429769515991,1.6860300302505493,0.8680850267410278,16631
2021-22,Sadio Mané,25,0,3,0.9193029999732971,69,FWL,Burnley,Liverpool,0,1,2022-02-13,838,2021,0,0.6937909722328186,0,2,0,0.9193029999732971,0.10696200281381607,0.07194569706916809,16617
2021-22,Sadio Mané,21,1,2,0.792680025100708,90,FWL,Chelsea,Liverpool,2,2,2022-01-02,838,2021,0,0.32180699706077576,0,1,1,0.792680025100708,1.4121999740600586,0.4138430058956146,16578
2021-22,Sadio Mané,20,0,5,0.6072779893875122,90,FWL,Leicester,Liverpool,1,0,2021-12-28,838,2021,0,0.0,0,0,0,0.6072779893875122,0.5050039887428284,0.0,16573
2021-22,Sadio Mané,18,0,2,0.07061760127544403,85,FWL,Tottenham,Liverpool,2,2,2021-12-19,838,2021,0,0.08184090256690979,0,1,0,0.07061760127544403,0.25581398606300354,0.12302900105714798,16552
2021-22,Sadio Mané,17,0,2,0.48024800419807434,90,FWL,Liverpool,Newcastle United,3,1,2021-12-16,838,2021,0,0.5162680149078369,0,1,0,0.48024800419807434,0.63434898853302,0.15410199761390686,16544
2021-22,Sadio Mané,16,0,4,0.24392999708652496,90,FWL,Liverpool,Aston Villa,1,0,2021-12-11,838,2021,0,0.07418879866600037,0,2,0,0.24392999708652496,0.3378719985485077,0.019753100350499153,16533
2021-22,Sadio Mané,15,0,1,0.4125930070877075,90,FWL,Wolverhampton Wanderers,Liverpool,0,1,2021-12-04,838,2021,0,0.014169899746775627,0,1,0,0.4125930070877075,0.07948260009288788,0.0653126984834671,16525
2021-22,Sadio Mané,14,0,3,0.6529430150985718,90,FWL,Everton,Liverpool,1,4,2021-12-01,838,2021,0,0.13156099617481232,0,1,0,0.6529430150985718,1.1845300197601318,0.4743649959564209,16507
2021-22,Sadio Mané,13,0,3,0.11683599650859833,90,FWL,Liverpool,Southampton,4,0,2021-11-27,838,2021,0,0.0,0,0,0,0.11683599650859833,0.8793849945068359,0.8530269861221313,16503
2021-22,Sadio Mané,12,1,2,0.46577298641204834,90,FWL,Liverpool,Arsenal,4,0,2021-11-20,838,2021,0,0.8871189951896667,1,2,1,0.46577298641204834,2.073509931564331,1.0557600259780884,16489
2021-22,Sadio Mané,11,0,4,0.8083599805831909,90,FWL,West Ham,Liverpool,3,2,2021-11-07,838,2021,0,0.09281930327415466,0,1,0,0.8083599805831909,0.9357209801673889,0.04821209982037544,16485
2021-22,Sadio Mané,10,1,2,0.4360870122909546,90,FWL,Liverpool,Brighton,2,2,2021-10-30,838,2021,0,0.14791199564933777,0,2,1,0.4360870122909546,1.0521399974822998,0.5472620129585266,16469
2021-22,Sadio Mané,9,0,1,0.1082959994673729,8,Sub,Manchester United,Liverpool,0,5,2021-10-24,838,2021,0,0.0,0,0,0,0.1082959994673729,0.1082959994673729,0.0,16463
2021-22,Sadio Mané,8,1,4,0.8021630048751831,90,FWL,Watford,Liverpool,0,5,2021-10-16,838,2021,0,0.0,0,0,1,0.8021630048751831,1.8446600437164307,1.0425000190734863,16455
2021-22,Sadio Mané,7,1,1,0.33443400263786316,90,FWL,Liverpool,Manchester City,2,2,2021-10-03,838,2021,0,0.0,0,0,1,0.33443400263786316,0.40651899576187134,0.07208540290594101,16441
2021-22,Sadio Mané,6,0,1,0.05353730171918869,90,FWL,Brentford,Liverpool,3,3,2021-09-25,838,2021,0,0.37551501393318176,0,2,0,0.05353730171918869,0.8232589960098267,0.3942070007324219,16432
2021-22,Sadio Mané,5,1,2,0.5998579859733582,90,FWL,Liverpool,Crystal Palace,3,0,2021-09-18,838,2021,0,0.0,0,0,1,0.5998579859733582,0.4398989975452423,0.4398989975452423,16420
2021-22,Sadio Mané,4,1,10,1.9995700120925903,90,FWL,Leeds,Liverpool,0,3,2021-09-12,838,2021,0,0.388249009847641,0,1,1,1.9995700120925903,3.396749973297119,1.0795899629592896,16414
2021-22,Sadio Mané,3,0,3,0.21921299397945404,90,FWL,Liverpool,Chelsea,1,1,2021-08-28,838,2021,0,0.0,0,0,0,0.21921299397945404,0.25732800364494324,0.17167900502681732,16402
2021-22,Sadio Mané,2,1,6,1.1513700485229492,90,FWL,Liverpool,Burnley,2,0,2021-08-21,838,2021,0,0.1931760013103485,0,2,1,1.1513700485229492,1.3500800132751465,0.246411994099617,16386
2021-22,Sadio Mané,1,0,3,0.14730800688266754,90,FWL,Norwich,Liverpool,0,3,2021-08-14,838,2021,0,0.16125699877738953,0,3,0,0.14730800688266754,0.3085649907588959,0.026682699099183083,16383
2021-22,Kevin De Bruyne,38,0,5,0.338454008102417,90,MC,Manchester City,Aston Villa,3,2,2022-05-22,447,2021,0,1.166409969329834,1,5,0,0.338454008102417,2.0492000579833984,0.9171469807624817,16754
2021-22,Kevin De Bruyne,37,0,4,0.16904200613498688,90,MC,West Ham,Manchester City,2,2,2022-05-15,447,2021,0,0.17414100468158722,0,4,0,0.16904200613498688,0.5207170248031616,0.36155998706817627,16737
2021-22,Kevin De Bruyne,36,4,6,1.1285799741744995,90,AMC,Wolverhampton Wanderers,Manchester City,1,5,2022-05-11,447,2021,0,0.6969299912452698,0,2,4,1.1285799741744995,2.516580104827881,0.9836260080337524,16696
2021-22,Kevin De Bruyne,36,0,1,0.049125898629426956,90,AMC,Manchester City,Newcastle United,5,0,2022-05-08,447,2021,0,0.9924190044403076,1,6,0,0.049125898629426956,0.5917059779167175,0.4951910078525543,16727
2021-22,Kevin De Bruyne,34,0,1,0.04621649906039238,59,AMC,Manchester City,Watford,5,1,2022-04-23,447,2021,0,0.8251519799232483,2,4,0,0.04621649906039238,0.9387620091438293,0.28912800550460815,16707
2021-22,Kevin De Bruyne,33,0,3,0.07169470191001892,85,MC,Manchester City,Brighton,3,0,2022-04-20,447,2021,0,0.5634539723396301,1,5,0,0.07169470191001892,0.7731840014457703,0.35072898864746094,16670
2021-22,Kevin De Bruyne,32,1,2,0.08473929762840271,90,MC,Manchester City,Liverpool,2,2,2022-04-10,447,2021,0,0.13153299689292908,0,2,1,0.08473929762840271,0.6353449821472168,0.4406470060348511,16690
2021-22,Kevin De Bruyne,31,1,1,0.11383099853992462,79,MC,Burnley,Manchester City,0,2,2022-04-02,447,2021,0,0.225382000207901,0,4,1,0.11383099853992462,0.6276000142097473,0.35047298669815063,16684
2021-22,Kevin De Bruyne,29,0,2,0.09604030102491379,90,MC,Crystal Palace,Manchester City,0,0,2022-03-14,447,2021,0,0.30590999126434326,0,4,0,0.09604030102491379,0.2907029986381531,0.03585150092840195,16660
2021-22,Kevin De Bruyne,28,2,6,1.0260599851608276,83,MC,Manchester City,Manchester United,4,1,2022-03-06,447,2021,0,0.4069890081882477,1,5,2,1.0260599851608276,1.236739993095398,0.09095220267772675,16650
2021-22,Kevin De Bruyne,27,0,2,0.07200899720191956,90,MC,Everton,Manchester City,0,1,2022-02-26,447,2021,0,0.6386799812316895,0,2,0,0.07200899720191956,0.7612069845199585,0.06392340362071991,16641
2021-22,Kevin De Bruyne,26,0,0,0.0,90,MC,Manchester City,Tottenham,2,3,2022-02-19,447,2021,0,0.0,0,0,0,0.0,0.28383201360702515,0.28383201360702515,16632
2021-22,Kevin De Bruyne,24,1,1,0.0497175008058548,90,MC,Manchester City,Brentford,2,0,2022-02-09,447,2021,0,0.1595810055732727,0,3,1,0.0497175008058548,0.3497689962387085,0.18904900550842285,16615
2021-22,Kevin De Bruyne,23,0,4,0.14022600650787354,90,MC,Southampton,Manchester City,1,1,2022-01-22,447,2021,0,0.4215730130672455,1,3,0,0.14022600650787354,0.27122199535369873,0.13845500349998474,16604
2021-22,Kevin De Bruyne,22,1,4,0.18473899364471436,86,MC,Manchester City,Chelsea,1,0,2022-01-15,447,2021,0,0.39754998683929443,0,2,1,0.18473899364471436,0.5408920049667358,0.03511109948158264,16590
2021-22,Kevin De Bruyne,21,0,1,0.021259399130940437,90,MC,Arsenal,Manchester City,1,2,2022-01-01,447,2021,0,0.16866999864578247,0,3,0,0.021259399130940437,0.11712700128555298,0.09586770087480545,16576
2021-22,Kevin De Bruyne,20,0,4,0.10751000046730042,90,MC,Brentford,Manchester City,0,1,2021-12-29,447,2021,0,0.7244560122489929,1,3,0,0.10751000046730042,0.831965982913971,0.6440110206604004,16567
2021-22,Kevin De Bruyne,19,1,3,0.14437200129032135,73,MC,Manchester City,Leicester,6,3,2021-12-26,447,2021,0,0.2103949934244156,0,3,1,0.14437200129032135,0.2705320119857788,0.0,16560
2021-22,Kevin De Bruyne,18,0,1,0.1045600026845932,90,AMC,Newcastle United,Manchester City,0,4,2021-12-19,447,2021,0,0.39779600501060486,0,5,0,0.1045600026845932,0.931210994720459,0.7689679861068726,16550
2021-22,Kevin De Bruyne,17,2,9,0.6211379766464233,90,MC,Manchester City,Leeds,7,0,2021-12-14,447,2021,0,0.6431149840354919,0,4,2,0.6211379766464233,1.4970799684524536,0.42062699794769287,16545
2021-22,Kevin De Bruyne,16,0,0,0.0,9,Sub,Manchester City,Wolverhampton Wanderers,1,0,2021-12-11,447,2021,0,0.09051120281219482,0,1,0,0.0,0.1841530054807663,0.1841530054807663,16534
2021-22,Kevin De Bruyne,15,0,1,0.05507630109786987,21,Sub,Watford,Manchester City,1,3,2021-12-04,447,2021,0,0.03665870055556297,0,1,0,0.05507630109786987,0.18103699386119843,0.089302197098732,16523
2021-22,Kevin De Bruyne,11,0,4,0.5638009905815125,90,MC,Manchester United,Manchester City,0,2,2021-11-06,447,2021,0,0.22485500574111938,0,4,0,0.5638009905815125,1.7434500455856323,1.0695600509643555,16483
2021-22,Kevin De Bruyne,10,0,1,0.03206780180335045,64,MC,Manchester City,Crystal Palace,0,2,2021-10-30,447,2021,0,0.0,0,0,0,0.03206780180335045,0.07410229742527008,0.04203449934720993,16470
2021-22,Kevin De Bruyne,9,0,0,0.0,11,Sub,Brighton,Manchester City,1,4,2021-10-23,447,2021,0,0.5381180047988892,0,4,0,0.0,0.20458999276161194,0.048177700489759445,16458
2021-22,Kevin De Bruyne,8,1,1,0.09160009771585464,88,MC,Manchester City,Burnley,2,0,2021-10-16,447,2021,0,0.4437829852104187,0,2,1,0.09160009771585464,0.8317620158195496,0.6316379904747009,16451
2021-22,Kevin De Bruyne,7,1,5,0.37329599261283875,90,MC,Liverpool,Manchester City,2,2,2021-10-03,447,2021,0,0.036240700632333755,0,1,1,0.37329599261283875,0.613910973072052,0.24061499536037445,16441
2021-22,Kevin De Bruyne,6,0,4,0.20476800203323364,83,MC,Chelsea,Manchester City,0,1,2021-09-25,447,2021,0,0.4157690107822418,0,3,0,0.20476800203323364,0.3188689947128296,0.08272120356559753,16426
2021-22,Kevin De Bruyne,5,0,1,0.03645730018615723,23,Sub,Manchester City,Southampton,0,0,2021-09-18,447,2021,0,0.2159769982099533,0,1,0,0.03645730018615723,0.05070209875702858,0.014244800433516502,16421
2021-22,Kevin De Bruyne,1,0,1,0.02358339913189411,10,Sub,Tottenham,Manchester City,1,0,2021-08-15,447,2021,0,0.008122500032186508,0,1,0,0.02358339913189411,0.07988689839839935,0.05630340054631233,16385
2021-22,Jamie Vardy,38,1,4,1.2083899974822998,90,FW,Leicester,Southampton,4,1,2022-05-22,755,2021,0,0.0,0,0,1,1.2083899974822998,1.7788499593734741,0.5704619884490967,16752
2021-22,Jamie Vardy,37,0,0,0.0,79,FW,Chelsea,Leicester,1,1,2022-05-19,755,2021,0,0.0,0,0,0,0.0,0.013386200182139874,0.013386200182139874,16639
2021-22,Jamie Vardy,37,2,3,0.5399590134620667,85,FW,Watford,Leicester,1,5,2022-05-15,755,2021,0,0.262704998254776,0,1,2,0.5399590134620667,0.943539023399353,0.14087499678134918,16738
2021-22,Jamie Vardy,36,2,7,1.5651500225067139,90,FW,Leicester,Norwich,3,0,2022-05-11,755,2021,0,0.0,0,0,2,1.5651500225067139,1.5651500225067139,0.0,16582
2021-22,Jamie Vardy,36,0,1,0.058711498975753784,21,Sub,Leicester,Everton,1,2,2022-05-08,755,2021,0,0.071977898478508,0,1,0,0.058711498975753784,0.014089900068938732,0.014089900068938732,16729
2021-22,Jamie Vardy,35,0,1,0.08107239753007889,22,Sub,Tottenham,Leicester,3,1,2022-05-01,755,2021,0,0.0,0,0,0,0.08107239753007889,0.08107239753007889,0.0,16719
2021-22,Jamie Vardy,34,0,0,0.0,17,Sub,Leicester,Aston Villa,0,0,2022-04-23,755,2021,0,0.0,0,0,0,0.0,0.0,0.0,16709
2021-22,Jamie Vardy,28,0,0,0.0,62,FW,Leicester,Leeds,1,0,2022-03-05,755,2021,0,0.0,0,0,0,0.0,0.0,0.0,16648
2021-22,Jamie Vardy,27,1,2,0.4747300148010254,16,Sub,Burnley,Leicester,0,2,2022-03-01,755,2021,0,0.08723639696836472,1,2,1,0.4747300148010254,0.5619670152664185,0.0,16588
2021-22,Jamie Vardy,20,0,2,0.14975500106811523,90,FW,Leicester,Liverpool,1,0,2021-12-28,755,2021,0,0.3204430043697357,0,1,0,0.14975500106811523,0.47019800543785095,0.0,16573
2021-22,Jamie Vardy,15,0,0,0.0,22,Sub,Aston Villa,Leicester,2,1,2021-12-05,755,2021,0,0.0,0,0,0,0.0,0.0,0.0,16516
2021-22,Jamie Vardy,14,0,3,0.5089520215988159,90,FW,Southampton,Leicester,2,2,2021-12-01,755,2021,0,0.10189300030469894,0,2,0,0.5089520215988159,0.594523012638092,0.1602270007133484,16514
2021-22,Jamie Vardy,13,2,5,0.5243070125579834,90,FW,Leicester,Watford,4,2,2021-11-28,755,2021,0,0.0,0,0,2,0.5243070125579834,0.6109809875488281,0.22977599501609802,16502
2021-22,Jamie Vardy,12,0,1,0.466170996427536,90,FW,Leicester,Chelsea,0,3,2021-11-20,755,2021,0,0.0,0,0,0,0.466170996427536,0.466170996427536,0.0,16488
2021-22,Jamie Vardy,11,0,1,0.10401999950408936,90,FW,Leeds,Leicester,1,1,2021-11-07,755,2021,0,0.0,0,0,0,0.10401999950408936,0.3533270061016083,0.3533270061016083,16482
2021-22,Jamie Vardy,10,0,1,0.23812200129032135,90,FW,Leicester,Arsenal,0,2,2021-10-30,755,2021,0,0.12769900262355804,0,2,0,0.23812200129032135,0.3658210039138794,0.0,16468
2021-22,Jamie Vardy,9,0,0,0.0,48,FW,Brentford,Leicester,1,2,2021-10-24,755,2021,0,0.0,0,0,0,0.0,0.0,0.0,16457
2021-22,Jamie Vardy,8,1,3,0.2112489938735962,90,FW,Leicester,Manchester United,4,2,2021-10-16,755,2021,0,0.17468999326229095,0,2,1,0.2112489938735962,0.3986620008945465,0.2085459977388382,16450
2021-22,Jamie Vardy,7,1,3,0.4635559916496277,90,FW,Crystal Palace,Leicester,2,2,2021-10-03,755,2021,0,0.0,0,0,1,0.4635559916496277,0.34552401304244995,0.0,16439
2021-22,Jamie Vardy,6,2,6,1.3338899612426758,90,FW,Leicester,Burnley,2,2,2021-09-25,755,2021,0,0.0915101021528244,0,1,2,1.3338899612426758,1.4632999897003174,0.12941400706768036,16430
2021-22,Jamie Vardy,5,1,3,0.8153799772262573,90,FW,Brighton,Leicester,2,1,2021-09-19,755,2021,0,0.07840950042009354,0,2,1,0.8153799772262573,0.9130229949951172,0.0192331001162529,16423
2021-22,Jamie Vardy,4,0,0,0.0,90,FW,Leicester,Manchester City,0,1,2021-09-11,755,2021,0,0.03514130041003227,0,1,0,0.0,0.12385900318622589,0.08871729671955109,16409
2021-22,Jamie Vardy,3,1,2,0.7921109795570374,90,FW,Norwich,Leicester,1,2,2021-08-28,755,2021,0,0.05954829975962639,1,1,1,0.7921109795570374,0.8516589999198914,0.0,16398
2021-22,Jamie Vardy,2,0,0,0.0,85,FW,West Ham,Leicester,4,1,2021-08-23,755,2021,0,0.0,0,0,0,0.0,0.07021930068731308,0.07021930068731308,16395
2021-22,Jamie Vardy,1,1,6,0.4564250111579895,90,FW,Leicester,Wolverhampton Wanderers,1,0,2021-08-14,755,2021,0,0.19426099956035614,0,2,1,0.4564250111579895,0.6506869792938232,0.0,16381
2021-22,Diogo Jota,38,0,3,0.23374299705028534,63,FWR,Liverpool,Wolverhampton Wanderers,3,1,2022-05-22,6854,2021,0,0.0,0,0,0,0.23374299705028534,0.27618199586868286,0.04243909940123558,16753
2021-22,Diogo Jota,37,0,4,0.3521069884300232,90,FWL,Southampton,Liverpool,1,2,2022-05-17,6854,2021,0,0.07583930343389511,1,1,0,0.3521069884300232,0.6394640207290649,0.21151800453662872,16740
2021-22,Diogo Jota,36,0,2,0.13433900475502014,90,FWL,Aston Villa,Liverpool,1,2,2022-05-10,6854,2021,0,0.22550399601459503,0,2,0,0.13433900475502014,0.4661850035190582,0.2864130139350891,16705
2021-22,Diogo Jota,36,0,0,0.0,24,Sub,Liverpool,Tottenham,1,1,2022-05-07,6854,2021,0,0.0,0,0,0,0.0,0.11960099637508392,0.11960099637508392,16728
2021-22,Diogo Jota,35,0,5,0.5581830143928528,90,FW,Newcastle United,Liverpool,0,1,2022-04-30,6854,2021,0,1.072119951248169,1,4,0,0.5581830143928528,1.640220046043396,0.08411529660224915,16721
2021-22,Diogo Jota,34,0,1,0.0900902971625328,86,FWL,Liverpool,Everton,2,0,2022-04-24,6854,2021,0,0.04376420006155968,0,1,0,0.0900902971625328,0.33272498846054077,0.19887100160121918,16708
2021-22,Diogo Jota,33,0,2,0.35149499773979187,19,Sub,Liverpool,Manchester United,4,0,2022-04-19,6854,2021,0,0.13986800611019135,1,1,0,0.35149499773979187,0.17864899337291718,0.0,16669
2021-22,Diogo Jota,32,1,2,0.8576449751853943,72,FW,Manchester City,Liverpool,2,2,2022-04-10,6854,2021,0,0.0,0,0,1,0.8576449751853943,0.8576449751853943,0.0,16690
2021-22,Diogo Jota,31,1,6,0.809095025062561,90,FWL,Liverpool,Watford,2,0,2022-04-02,6854,2021,0,0.24804900586605072,0,3,1,0.809095025062561,0.9074419736862183,0.0954952985048294,16680
2021-22,Diogo Jota,29,1,1,0.04671259969472885,56,FW,Arsenal,Liverpool,0,2,2022-03-16,6854,2021,0,0.0,0,0,1,0.04671259969472885,0.04671259969472885,0.0,16636
2021-22,Diogo Jota,29,0,0,0.0,23,Sub,Brighton,Liverpool,0,2,2022-03-12,6854,2021,0,0.0,0,0,0,0.0,0.08845680207014084,0.08845680207014084,16658
2021-22,Diogo Jota,28,0,1,0.07463660091161728,10,Sub,Liverpool,West Ham,1,0,2022-03-05,6854,2021,0,0.0,0,0,0,0.07463660091161728,0.07463660091161728,0.0,16649
2021-22,Diogo Jota,25,0,1,0.09783530235290527,21,Sub,Burnley,Liverpool,0,1,2022-02-13,6854,2021,0,0.016573600471019745,0,1,0,0.09783530235290527,0.11440899968147278,0.016573600471019745,16617
2021-22,Diogo Jota,24,2,3,1.2221200466156006,90,FWR,Liverpool,Leicester,2,0,2022-02-10,6854,2021,0,0.2143239974975586,0,2,2,1.2221200466156006,0.6754130125045776,0.0,16614
2021-22,Diogo Jota,23,0,1,0.018617600202560425,90,FWL,Crystal Palace,Liverpool,1,3,2022-01-23,6854,2021,0,0.11753199994564056,0,2,0,0.018617600202560425,0.38561299443244934,0.2494630068540573,16599
2021-22,Diogo Jota,22,0,6,0.7771599888801575,83,FWL,Liverpool,Brentford,3,0,2022-01-16,6854,2021,0,0.0,0,0,0,0.7771599888801575,0.7167149782180786,0.0978052020072937,16589
2021-22,Diogo Jota,21,0,0,0.0,74,FW,Chelsea,Liverpool,2,2,2022-01-02,6854,2021,0,0.0,0,0,0,0.0,0.6765509843826294,0.6765509843826294,16578
2021-22,Diogo Jota,20,0,3,0.25033101439476013,90,FW,Leicester,Liverpool,1,0,2021-12-28,6854,2021,0,0.3719269931316376,0,1,0,0.25033101439476013,0.5618569850921631,0.0,16573
2021-22,Diogo Jota,18,1,3,0.1749899983406067,90,FW,Tottenham,Liverpool,2,2,2021-12-19,6854,2021,0,0.0,0,0,1,0.1749899983406067,0.17592500150203705,0.09452330321073532,16552
